OID_,PATH,ROW,PR,h,v
2450,28,34,028034,17,10
2451,28,34,028034,17,11
2452,28,35,028035,15,11
2453,28,35,028035,15,12
2454,28,35,028035,15,13
2455,28,35,028035,16,11
2456,28,35,028035,16,12
2457,28,35,028035,16,13
2458,28,36,028036,14,13
2459,28,36,028036,15,12
2460,28,36,028036,15,13
2461,28,36,028036,15,14
2462,28,36,028036,16,12
2463,28,36,028036,16,13
2464,28,36,028036,16,14
2465,28,37,028037,14,13
2466,28,37,028037,14,14
2467,28,37,028037,14,15
2468,28,37,028037,15,13
2469,28,37,028037,15,14
2470,28,37,028037,15,15
2471,28,37,028037,16,14
2472,28,38,028038,14,14
2473,28,38,028038,14,15
2474,28,38,028038,14,16
2475,28,38,028038,15,15
2476,28,38,028038,15,16
2477,28,39,028039,14,16
2478,28,39,028039,14,17
2479,28,39,028039,15,16
2480,28,39,028039,15,17
2481,28,40,028040,13,17
2482,28,40,028040,13,18
2483,28,40,028040,14,17
2484,28,40,028040,14,18
2485,28,40,028040,15,17
2486,28,40,028040,15,18
2487,28,41,028041,13,18
2488,28,41,028041,13,19
2489,28,41,028041,14,18
2490,28,41,028041,14,19
2491,28,41,028041,15,18
2492,28,42,028042,13,19
2493,28,42,028042,13,20
2494,28,42,028042,14,19
2495,28,42,028042,14,20
2496,28,43,028043,13,20
2497,28,43,028043,14,20
2498,28,43,028043,14,21
2499,28,43,028043,13,21
2500,28,44,028044,14,21
2501,28,44,028044,13,21
2502,28,44,028044,12,21
2503,44,24,044024,6,0
2504,44,24,044024,7,0
2505,44,25,044025,5,0
2506,44,25,044025,6,0
2507,44,25,044025,6,1
2508,44,25,044025,7,0
2509,44,25,044025,7,1
2510,44,26,044026,5,0
2511,44,26,044026,5,1
2512,44,26,044026,5,2
2513,44,26,044026,6,0
2514,44,26,044026,6,1
2515,44,26,044026,6,2
2516,44,26,044026,7,1
2517,44,27,044027,4,2
2518,44,27,044027,5,1
2519,44,27,044027,5,2
2520,44,27,044027,5,3
2521,44,27,044027,6,2
2522,44,27,044027,6,3
2523,44,28,044028,4,2
2524,44,28,044028,4,3
2525,44,28,044028,4,4
2526,44,28,044028,5,2
2527,44,28,044028,5,3
2528,44,28,044028,5,4
2529,44,28,044028,6,3
2530,44,29,044029,3,4
2531,44,29,044029,4,3
2532,44,29,044029,4,4
2533,44,29,044029,4,5
2534,44,29,044029,5,4
2535,44,29,044029,5,5
2536,44,30,044030,3,4
2537,44,30,044030,3,5
2538,44,30,044030,3,6
2539,44,30,044030,4,4
2540,44,30,044030,4,5
2541,44,30,044030,4,6
2542,44,31,044031,2,6
2543,44,31,044031,3,5
2544,44,31,044031,3,6
2545,44,31,044031,3,7
2546,44,31,044031,4,5
2547,44,31,044031,4,6
2548,44,32,044032,2,6
2549,44,32,044032,2,7
2550,44,32,044032,3,6
2551,44,32,044032,3,7
2552,44,32,044032,3,8
2553,44,33,044033,2,7
2554,44,33,044033,2,8
2555,44,33,044033,2,9
2556,44,33,044033,3,7
2557,44,33,044033,3,8
2558,44,33,044033,1,8
2559,44,34,044034,2,8
2560,44,34,044034,2,9
2561,44,34,044034,2,10
2562,44,34,044034,1,8
2563,44,34,044034,1,9
2564,44,35,044035,2,9
2565,44,35,044035,2,10
2566,44,35,044035,1,9
2567,44,35,044035,0,9
2568,44,35,044035,1,10
2569,44,35,044035,0,10
2570,44,35,044035,1,11
2571,44,36,044036,1,10
2572,44,36,044036,0,10
2573,44,36,044036,1,11
2574,44,36,044036,0,11
2575,44,36,044036,1,12
2576,44,37,044037,1,11
2577,44,37,044037,0,11
2578,44,37,044037,1,12
2579,44,37,044037,0,12
2580,44,38,044038,0,12
2581,44,38,044038,0,13
2582,44,39,044039,0,13
2583,44,39,044039,0,14
2584,19,24,019024,24,0
2585,19,24,019024,25,0
2586,19,24,019024,26,0
2587,19,25,019025,24,0
2588,19,25,019025,24,1
2589,19,25,019025,25,0
2590,19,25,019025,25,1
2591,19,26,019026,24,1
2592,19,26,019026,24,2
2593,19,26,019026,25,1
2594,19,26,019026,25,2
2595,19,27,019027,24,2
2596,19,27,019027,24,3
2597,19,27,019027,25,2
2598,19,27,019027,25,3
2599,19,28,019028,24,3
2600,19,28,019028,24,4
2601,19,28,019028,25,3
2602,19,28,019028,25,4
2603,19,29,019029,24,4
2604,19,29,019029,24,5
2605,19,29,019029,24,6
2606,19,29,019029,25,4
2607,19,29,019029,25,5
2608,19,29,019029,25,6
2609,19,30,019030,24,5
2610,19,30,019030,24,6
2611,19,30,019030,24,7
2612,19,30,019030,25,5
2613,19,30,019030,25,6
2614,19,30,019030,25,7
2615,19,31,019031,24,7
2616,19,31,019031,24,8
2617,19,31,019031,25,7
2618,19,31,019031,25,8
2619,19,32,019032,23,8
2620,19,32,019032,23,9
2621,19,32,019032,24,8
2622,19,32,019032,24,9
2623,19,32,019032,25,8
2624,19,32,019032,25,9
2625,19,33,019033,23,9
2626,19,33,019033,23,10
2627,19,33,019033,24,9
2628,19,33,019033,24,10
2629,19,33,019033,25,9
2630,19,33,019033,25,10
2631,19,34,019034,23,10
2632,19,34,019034,23,11
2633,19,34,019034,24,10
2634,19,34,019034,24,11
2635,19,34,019034,25,10
2636,19,35,019035,23,11
2637,19,35,019035,23,12
2638,19,35,019035,24,11
2639,19,35,019035,24,12
2640,19,36,019036,23,12
2641,19,36,019036,23,13
2642,19,36,019036,24,12
2643,19,36,019036,24,13
2644,19,37,019037,23,13
2645,19,37,019037,23,14
2646,19,37,019037,24,13
2647,19,37,019037,24,14
2648,19,38,019038,23,14
2649,19,38,019038,23,15
2650,19,38,019038,24,14
2651,19,38,019038,24,15
2652,19,39,019039,23,15
2653,19,39,019039,23,16
2654,19,39,019039,24,15
2655,19,39,019039,24,16
2656,19,40,019040,22,17
2657,19,40,019040,23,16
2658,19,40,019040,23,17
2659,19,40,019040,23,18
2660,19,40,019040,24,16
2661,19,40,019040,24,17
2662,19,40,019040,24,18
2663,19,41,019041,22,17
2664,19,41,019041,22,18
2665,19,41,019041,22,19
2666,19,41,019041,23,17
2667,19,41,019041,23,18
2668,19,41,019041,23,19
2669,19,41,019041,24,17
2670,19,41,019041,24,18
2671,19,41,019041,24,19
2672,19,42,019042,22,19
2673,19,42,019042,22,20
2674,19,42,019042,23,19
2675,19,42,019042,23,20
2676,19,42,019042,24,19
2677,19,43,019043,22,20
2678,19,43,019043,23,20
2679,19,43,019043,23,21
2680,19,43,019043,22,21
2681,19,44,019044,23,21
2682,19,44,019044,22,21
2683,35,23,035023,13,0
2684,35,23,035023,14,0
2685,35,24,035024,12,0
2686,35,24,035024,12,1
2687,35,24,035024,13,0
2688,35,24,035024,13,1
2689,35,24,035024,14,0
2690,35,24,035024,14,1
2691,35,25,035025,12,1
2692,35,25,035025,12,2
2693,35,25,035025,13,1
2694,35,25,035025,13,2
2695,35,25,035025,14,1
2696,35,26,035026,12,2
2697,35,26,035026,12,3
2698,35,26,035026,13,2
2699,35,26,035026,13,3
2700,35,27,035027,11,3
2701,35,27,035027,11,4
2702,35,27,035027,12,3
2703,35,27,035027,12,4
2704,35,27,035027,13,3
2705,35,27,035027,13,4
2706,35,28,035028,11,4
2707,35,28,035028,11,5
2708,35,28,035028,12,4
2709,35,28,035028,12,5
2710,35,28,035028,13,4
2711,35,29,035029,11,5
2712,35,29,035029,11,6
2713,35,29,035029,12,5
2714,35,29,035029,12,6
2715,35,30,035030,10,6
2716,35,30,035030,10,7
2717,35,30,035030,11,6
2718,35,30,035030,11,7
2719,35,30,035030,12,6
2720,35,30,035030,12,7
2721,35,31,035031,10,7
2722,35,31,035031,10,8
2723,35,31,035031,11,7
2724,35,31,035031,11,8
2725,35,32,035032,9,9
2726,35,32,035032,10,8
2727,35,32,035032,10,9
2728,35,32,035032,11,8
2729,35,32,035032,11,9
2730,35,33,035033,9,9
2731,35,33,035033,9,10
2732,35,33,035033,10,9
2733,35,33,035033,10,10
2734,35,33,035033,11,9
2735,35,34,035034,9,10
2736,35,34,035034,9,11
2737,35,34,035034,10,10
2738,35,34,035034,10,11
2739,35,35,035035,8,11
2740,35,35,035035,8,12
2741,35,35,035035,9,11
2742,35,35,035035,9,12
2743,35,35,035035,10,11
2744,35,35,035035,10,12
2745,35,36,035036,8,12
2746,35,36,035036,8,13
2747,35,36,035036,9,12
2748,35,36,035036,9,13
2749,35,37,035037,8,13
2750,35,37,035037,8,14
2751,35,37,035037,9,13
2752,35,37,035037,9,14
2753,35,38,035038,7,14
2754,35,38,035038,7,15
2755,35,38,035038,8,14
2756,35,38,035038,8,15
2757,35,38,035038,9,14
2758,35,38,035038,9,15
2759,35,39,035039,7,15
2760,35,39,035039,7,16
2761,35,39,035039,8,15
2762,35,39,035039,8,16
2763,35,40,035040,6,16
2764,35,40,035040,6,17
2765,35,40,035040,7,16
2766,35,40,035040,7,17
2767,35,40,035040,8,16
2768,35,40,035040,8,17
2769,35,41,035041,6,17
2770,35,41,035041,6,18
2771,35,41,035041,7,17
2772,35,41,035041,7,18
2773,35,41,035041,8,17
2774,35,42,035042,6,18
2775,35,42,035042,6,19
2776,35,42,035042,7,18
2777,35,42,035042,7,19
2778,35,43,035043,5,19
2779,35,43,035043,5,20
2780,35,43,035043,6,19
2781,35,43,035043,6,20
2782,35,43,035043,7,19
2783,35,43,035043,7,20
2784,35,44,035044,5,20
2785,35,44,035044,6,20
2786,35,44,035044,6,21
2787,35,44,035044,5,21
2788,35,45,035045,6,21
2789,35,45,035045,5,21
2790,35,45,035045,4,21
2791,51,25,051025,1,0
2792,51,26,051026,1,0
2793,51,26,051026,0,0
2794,51,27,051027,1,0
2795,51,27,051027,0,0
2796,51,27,051027,0,1
2797,51,27,051027,1,1
2798,51,28,051028,0,1
2799,51,28,051028,0,2
2800,51,29,051029,0,2
2801,10,25,010025,31,0
2802,10,25,010025,32,0
2803,10,26,010026,31,1
2804,10,26,010026,32,1
2805,10,26,010026,31,0
2806,10,26,010026,32,0
2807,10,27,010027,31,2
2808,10,27,010027,31,1
2809,10,27,010027,32,2
2810,10,27,010027,32,1
2811,10,28,010028,31,3
2812,10,28,010028,31,2
2813,10,28,010028,32,3
2814,10,28,010028,32,2
2815,10,29,010029,31,4
2816,10,29,010029,31,3
2817,10,29,010029,32,4
2818,10,29,010029,32,3
2819,10,30,010030,31,5
2820,10,30,010030,31,4
2821,10,30,010030,32,5
2822,10,30,010030,32,4
2823,10,31,010031,31,6
2824,10,31,010031,32,6
2825,10,31,010031,31,5
2826,10,31,010031,32,5
2827,10,32,010032,31,7
2828,10,32,010032,31,6
2829,10,32,010032,32,7
2830,10,32,010032,32,6
2831,10,33,010033,31,8
2832,10,33,010033,31,7
2833,10,33,010033,32,8
2834,10,33,010033,32,7
2835,10,34,010034,31,9
2836,10,34,010034,31,8
2837,10,34,010034,32,9
2838,10,34,010034,32,8
2839,10,35,010035,31,11
2840,10,35,010035,31,10
2841,10,35,010035,32,10
2842,10,35,010035,31,9
2843,10,35,010035,32,9
2844,10,36,010036,31,12
2845,10,36,010036,32,12
2846,10,36,010036,31,11
2847,10,36,010036,31,10
2848,10,36,010036,32,11
2849,10,36,010036,32,10
2850,10,37,010037,31,13
2851,10,37,010037,32,13
2852,10,37,010037,31,12
2853,10,37,010037,32,12
2854,10,37,010037,32,11
2855,10,38,010038,31,14
2856,10,38,010038,32,14
2857,10,38,010038,31,13
2858,10,38,010038,32,13
2859,10,39,010039,31,15
2860,10,39,010039,32,15
2861,10,39,010039,31,14
2862,10,39,010039,32,14
2863,10,40,010040,31,16
2864,10,40,010040,32,16
2865,10,40,010040,31,15
2866,10,40,010040,32,15
2867,10,41,010041,31,17
2868,10,41,010041,32,17
2869,10,41,010041,31,16
2870,10,41,010041,32,16
2871,10,42,010042,32,18
2872,10,42,010042,32,17
2873,10,43,010043,32,19
2874,10,43,010043,32,18
2875,10,44,010044,32,20
2876,10,44,010044,32,19
2877,10,45,010045,32,21
2878,10,45,010045,32,20
2879,10,46,010046,32,21
2880,26,23,026023,19,0
2881,26,23,026023,20,0
2882,26,23,026023,21,0
2883,26,24,026024,19,0
2884,26,24,026024,19,1
2885,26,24,026024,20,0
2886,26,24,026024,20,1
2887,26,24,026024,21,0
2888,26,25,026025,19,1
2889,26,25,026025,19,2
2890,26,25,026025,20,1
2891,26,25,026025,20,2
2892,26,26,026026,19,2
2893,26,26,026026,19,3
2894,26,26,026026,20,2
2895,26,26,026026,20,3
2896,26,27,026027,18,4
2897,26,27,026027,19,3
2898,26,27,026027,19,4
2899,26,27,026027,20,3
2900,26,27,026027,20,4
2901,26,28,026028,18,4
2902,26,28,026028,18,5
2903,26,28,026028,19,4
2904,26,28,026028,19,5
2905,26,28,026028,20,4
2906,26,28,026028,20,5
2907,26,29,026029,18,5
2908,26,29,026029,18,6
2909,26,29,026029,19,5
2910,26,29,026029,19,6
2911,26,30,026030,18,6
2912,26,30,026030,18,7
2913,26,30,026030,19,6
2914,26,30,026030,19,7
2915,26,31,026031,18,7
2916,26,31,026031,18,8
2917,26,31,026031,19,7
2918,26,31,026031,19,8
2919,26,32,026032,17,8
2920,26,32,026032,17,9
2921,26,32,026032,18,8
2922,26,32,026032,18,9
2923,26,32,026032,19,8
2924,26,32,026032,19,9
2925,26,33,026033,17,9
2926,26,33,026033,17,10
2927,26,33,026033,18,9
2928,26,33,026033,18,10
2929,26,33,026033,19,9
2930,26,33,026033,19,10
2931,26,34,026034,17,10
2932,26,34,026034,17,11
2933,26,34,026034,18,10
2934,26,34,026034,18,11
2935,26,34,026034,18,12
2936,26,35,026035,17,11
2937,26,35,026035,17,12
2938,26,35,026035,17,13
2939,26,35,026035,18,11
2940,26,35,026035,18,12
2941,26,35,026035,18,13
2942,26,36,026036,16,13
2943,26,36,026036,16,14
2944,26,36,026036,17,12
2945,26,36,026036,17,13
2946,26,36,026036,17,14
2947,26,36,026036,18,13
2948,26,36,026036,18,14
2949,26,37,026037,16,13
2950,26,37,026037,16,14
2951,26,37,026037,16,15
2952,26,37,026037,17,13
2953,26,37,026037,17,14
2954,26,37,026037,17,15
2955,26,37,026037,18,14
2956,26,38,026038,16,15
2957,26,38,026038,16,16
2958,26,38,026038,17,15
2959,26,38,026038,17,16
2960,26,39,026039,16,16
2961,26,39,026039,16,17
2962,26,39,026039,17,16
2963,26,39,026039,17,17
2964,26,40,026040,15,17
2965,26,40,026040,15,18
2966,26,40,026040,16,17
2967,26,40,026040,16,18
2968,26,40,026040,17,17
2969,26,40,026040,17,18
2970,26,41,026041,15,18
2971,26,41,026041,15,19
2972,26,41,026041,16,18
2973,26,41,026041,16,19
2974,26,41,026041,17,18
2975,26,42,026042,15,19
2976,26,42,026042,15,20
2977,26,42,026042,16,19
2978,26,42,026042,16,20
2979,26,43,026043,15,20
2980,26,43,026043,16,20
2981,26,43,026043,16,21
2982,26,43,026043,15,21
2983,26,44,026044,16,21
2984,26,44,026044,15,21
2985,26,44,026044,14,21
2986,42,24,042024,7,0
2987,42,24,042024,8,0
2988,42,24,042024,9,0
2989,42,25,042025,7,0
2990,42,25,042025,7,1
2991,42,25,042025,8,0
2992,42,25,042025,8,1
2993,42,25,042025,9,0
2994,42,26,042026,6,2
2995,42,26,042026,7,1
2996,42,26,042026,7,2
2997,42,26,042026,8,1
2998,42,26,042026,8,2
2999,42,27,042027,6,2
3000,42,27,042027,6,3
3001,42,27,042027,7,2
3002,42,27,042027,7,3
3003,42,27,042027,8,2
3004,42,28,042028,5,4
3005,42,28,042028,6,3
3006,42,28,042028,6,4
3007,42,28,042028,7,3
3008,42,28,042028,7,4
3009,42,29,042029,5,4
3010,42,29,042029,5,5
3011,42,29,042029,6,4
3012,42,29,042029,6,5
3013,42,29,042029,7,4
3014,42,30,042030,4,6
3015,42,30,042030,5,5
3016,42,30,042030,5,6
3017,42,30,042030,6,5
3018,42,30,042030,6,6
3019,42,31,042031,4,6
3020,42,31,042031,4,7
3021,42,31,042031,5,6
3022,42,31,042031,5,7
3023,42,31,042031,6,6
3024,42,32,042032,3,7
3025,42,32,042032,3,8
3026,42,32,042032,4,7
3027,42,32,042032,4,8
3028,42,32,042032,5,7
3029,42,32,042032,5,8
3030,42,33,042033,3,8
3031,42,33,042033,3,9
3032,42,33,042033,4,8
3033,42,33,042033,4,9
3034,42,33,042033,5,8
3035,42,34,042034,2,9
3036,42,34,042034,2,10
3037,42,34,042034,3,9
3038,42,34,042034,3,10
3039,42,34,042034,4,9
3040,42,34,042034,4,10
3041,42,35,042035,2,9
3042,42,35,042035,2,10
3043,42,35,042035,2,11
3044,42,35,042035,3,9
3045,42,35,042035,3,10
3046,42,35,042035,3,11
3047,42,35,042035,4,10
3048,42,36,042036,2,10
3049,42,36,042036,2,11
3050,42,36,042036,2,12
3051,42,36,042036,3,11
3052,42,36,042036,3,12
3053,42,36,042036,1,11
3054,42,36,042036,1,12
3055,42,37,042037,2,11
3056,42,37,042037,2,12
3057,42,37,042037,2,13
3058,42,37,042037,3,12
3059,42,37,042037,1,11
3060,42,37,042037,1,12
3061,42,37,042037,1,13
3062,42,38,042038,2,13
3063,42,38,042038,2,14
3064,42,38,042038,1,12
3065,42,38,042038,1,13
3066,42,38,042038,0,13
3067,42,38,042038,1,14
3068,42,39,042039,2,14
3069,42,39,042039,1,13
3070,42,39,042039,0,13
3071,42,39,042039,1,14
3072,42,39,042039,0,14
3073,42,39,042039,1,15
3074,42,39,042039,0,15
3075,42,40,042040,0,14
3076,42,40,042040,1,15
3077,42,40,042040,1,16
3078,42,40,042040,0,15
3079,42,40,042040,0,16
3080,42,41,042041,1,16
3081,42,41,042041,0,15
3082,42,41,042041,0,16
3083,42,41,042041,0,17
3084,42,42,042042,0,17
3085,42,42,042042,0,18
3086,42,43,042043,0,18
3087,17,24,017024,26,0
3088,17,24,017024,27,0
3089,17,25,017025,26,0
3090,17,25,017025,26,1
3091,17,25,017025,27,0
3092,17,25,017025,27,1
3093,17,26,017026,26,1
3094,17,26,017026,26,2
3095,17,26,017026,27,1
3096,17,26,017026,27,2
3097,17,27,017027,25,3
3098,17,27,017027,26,2
3099,17,27,017027,26,3
3100,17,27,017027,27,2
3101,17,27,017027,27,3
3102,17,28,017028,25,3
3103,17,28,017028,25,4
3104,17,28,017028,26,3
3105,17,28,017028,26,4
3106,17,28,017028,27,3
3107,17,28,017028,27,4
3108,17,29,017029,25,4
3109,17,29,017029,25,5
3110,17,29,017029,26,4
3111,17,29,017029,26,5
3112,17,29,017029,27,4
3113,17,29,017029,27,5
3114,17,30,017030,25,5
3115,17,30,017030,25,6
3116,17,30,017030,26,5
3117,17,30,017030,26,6
3118,17,30,017030,27,5
3119,17,30,017030,27,6
3120,17,31,017031,25,6
3121,17,31,017031,25,7
3122,17,31,017031,26,6
3123,17,31,017031,26,7
3124,17,31,017031,27,6
3125,17,31,017031,27,7
3126,17,32,017032,25,7
3127,17,32,017032,25,8
3128,17,32,017032,25,9
3129,17,32,017032,26,7
3130,17,32,017032,26,8
3131,17,32,017032,26,9
3132,17,33,017033,25,8
3133,17,33,017033,25,9
3134,17,33,017033,25,10
3135,17,33,017033,26,8
3136,17,33,017033,26,9
3137,17,33,017033,26,10
3138,17,34,017034,25,10
3139,17,34,017034,25,11
3140,17,34,017034,26,10
3141,17,34,017034,26,11
3142,17,35,017035,25,11
3143,17,35,017035,25,12
3144,17,35,017035,26,11
3145,17,35,017035,26,12
3146,17,36,017036,25,12
3147,17,36,017036,25,13
3148,17,36,017036,26,12
3149,17,36,017036,26,13
3150,17,37,017037,25,13
3151,17,37,017037,25,14
3152,17,37,017037,26,13
3153,17,37,017037,26,14
3154,17,38,017038,25,14
3155,17,38,017038,25,15
3156,17,38,017038,26,14
3157,17,38,017038,26,15
3158,17,39,017039,25,15
3159,17,39,017039,25,16
3160,17,39,017039,26,15
3161,17,39,017039,26,16
3162,17,40,017040,25,16
3163,17,40,017040,25,17
3164,17,40,017040,26,16
3165,17,40,017040,26,17
3166,17,41,017041,24,17
3167,17,41,017041,24,18
3168,17,41,017041,25,17
3169,17,41,017041,25,18
3170,17,41,017041,26,17
3171,17,41,017041,26,18
3172,17,42,017042,24,18
3173,17,42,017042,24,19
3174,17,42,017042,25,18
3175,17,42,017042,25,19
3176,17,42,017042,26,18
3177,17,42,017042,26,19
3178,17,43,017043,24,19
3179,17,43,017043,24,20
3180,17,43,017043,25,19
3181,17,43,017043,25,20
3182,17,43,017043,26,19
3183,17,43,017043,26,20
3184,17,43,017043,25,21
3185,17,44,017044,24,20
3186,17,44,017044,25,20
3187,17,44,017044,25,21
3188,17,44,017044,24,21
3189,17,45,017045,24,21
3190,33,23,033023,14,0
3191,33,23,033023,15,0
3192,33,23,033023,16,0
3193,33,24,033024,14,0
3194,33,24,033024,14,1
3195,33,24,033024,15,0
3196,33,24,033024,15,1
3197,33,24,033024,16,0
3198,33,25,033025,14,1
3199,33,25,033025,14,2
3200,33,25,033025,15,1
3201,33,25,033025,15,2
3202,33,26,033026,13,2
3203,33,26,033026,13,3
3204,33,26,033026,14,2
3205,33,26,033026,14,3
3206,33,26,033026,15,2
3207,33,26,033026,15,3
3208,33,27,033027,13,3
3209,33,27,033027,13,4
3210,33,27,033027,14,3
3211,33,27,033027,14,4
3212,33,28,033028,13,4
3213,33,28,033028,13,5
3214,33,28,033028,14,4
3215,33,28,033028,14,5
3216,33,29,033029,12,5
3217,33,29,033029,12,6
3218,33,29,033029,13,5
3219,33,29,033029,13,6
3220,33,29,033029,14,5
3221,33,29,033029,14,6
3222,33,30,033030,12,6
3223,33,30,033030,12,7
3224,33,30,033030,13,6
3225,33,30,033030,13,7
3226,33,31,033031,12,7
3227,33,31,033031,12,8
3228,33,31,033031,13,7
3229,33,31,033031,13,8
3230,33,32,033032,11,8
3231,33,32,033032,11,9
3232,33,32,033032,12,8
3233,33,32,033032,12,9
3234,33,32,033032,13,8
3235,33,32,033032,13,9
3236,33,33,033033,11,9
3237,33,33,033033,11,10
3238,33,33,033033,12,9
3239,33,33,033033,12,10
3240,33,34,033034,11,10
3241,33,34,033034,11,11
3242,33,34,033034,12,10
3243,33,34,033034,12,11
3244,33,35,033035,10,11
3245,33,35,033035,10,12
3246,33,35,033035,11,11
3247,33,35,033035,11,12
3248,33,35,033035,12,11
3249,33,35,033035,12,12
3250,33,36,033036,10,12
3251,33,36,033036,10,13
