OID_,PATH,ROW,PR,h,v
3252,33,36,033036,11,12
3253,33,36,033036,11,13
3254,33,37,033037,9,14
3255,33,37,033037,10,13
3256,33,37,033037,10,14
3257,33,37,033037,11,13
3258,33,37,033037,11,14
3259,33,38,033038,9,14
3260,33,38,033038,9,15
3261,33,38,033038,10,14
3262,33,38,033038,10,15
3263,33,38,033038,10,16
3264,33,38,033038,11,14
3265,33,38,033038,11,15
3266,33,39,033039,9,15
3267,33,39,033039,9,16
3268,33,39,033039,10,15
3269,33,39,033039,10,16
3270,33,39,033039,10,17
3271,33,40,033040,8,17
3272,33,40,033040,9,16
3273,33,40,033040,9,17
3274,33,40,033040,9,18
3275,33,40,033040,10,16
3276,33,40,033040,10,17
3277,33,40,033040,10,18
3278,33,41,033041,8,17
3279,33,41,033041,8,18
3280,33,41,033041,9,17
3281,33,41,033041,9,18
3282,33,41,033041,9,19
3283,33,41,033041,10,17
3284,33,41,033041,10,18
3285,33,42,033042,8,18
3286,33,42,033042,8,19
3287,33,42,033042,8,20
3288,33,42,033042,9,18
3289,33,42,033042,9,19
3290,33,42,033042,9,20
3291,33,43,033043,7,19
3292,33,43,033043,7,20
3293,33,43,033043,8,19
3294,33,43,033043,8,20
3295,33,43,033043,9,19
3296,33,43,033043,9,20
3297,33,43,033043,8,21
3298,33,44,033044,7,20
3299,33,44,033044,8,20
3300,33,44,033044,8,21
3301,33,44,033044,7,21
3302,33,45,033045,8,21
3303,33,45,033045,7,21
3304,49,25,049025,2,0
3305,49,25,049025,3,0
3306,49,26,049026,2,0
3307,49,26,049026,2,1
3308,49,26,049026,3,0
3309,49,26,049026,3,1
3310,49,26,049026,1,0
3311,49,27,049027,2,0
3312,49,27,049027,2,1
3313,49,27,049027,2,2
3314,49,27,049027,1,0
3315,49,27,049027,1,1
3316,49,27,049027,1,2
3317,49,28,049028,2,2
3318,49,28,049028,0,1
3319,49,28,049028,1,1
3320,49,28,049028,1,2
3321,49,28,049028,0,2
3322,49,28,049028,1,3
3323,49,29,049029,1,2
3324,49,29,049029,0,2
3325,49,29,049029,1,3
3326,49,29,049029,0,3
3327,49,29,049029,1,4
3328,49,29,049029,0,4
3329,49,30,049030,0,3
3330,49,30,049030,0,4
3331,49,30,049030,0,5
3332,49,31,049031,0,4
3333,49,31,049031,0,5
3334,8,26,008026,32,0
3335,8,27,008027,32,1
3336,8,27,008027,32,0
3337,8,28,008028,32,2
3338,8,28,008028,32,1
3339,8,29,008029,32,3
3340,8,29,008029,32,2
3341,24,23,024023,21,0
3342,24,23,024023,22,0
3343,24,24,024024,21,0
3344,24,24,024024,21,1
3345,24,24,024024,22,0
3346,24,24,024024,22,1
3347,24,25,024025,20,1
3348,24,25,024025,20,2
3349,24,25,024025,21,1
3350,24,25,024025,21,2
3351,24,25,024025,22,1
3352,24,25,024025,22,2
3353,24,26,024026,20,2
3354,24,26,024026,20,3
3355,24,26,024026,21,2
3356,24,26,024026,21,3
3357,24,26,024026,22,2
3358,24,27,024027,20,3
3359,24,27,024027,20,4
3360,24,27,024027,21,3
3361,24,27,024027,21,4
3362,24,28,024028,20,4
3363,24,28,024028,20,5
3364,24,28,024028,21,4
3365,24,28,024028,21,5
3366,24,29,024029,20,5
3367,24,29,024029,20,6
3368,24,29,024029,21,5
3369,24,29,024029,21,6
3370,24,30,024030,19,7
3371,24,30,024030,20,6
3372,24,30,024030,20,7
3373,24,30,024030,21,6
3374,24,30,024030,21,7
3375,24,31,024031,19,7
3376,24,31,024031,19,8
3377,24,31,024031,20,7
3378,24,31,024031,20,8
3379,24,31,024031,21,7
3380,24,31,024031,21,8
3381,24,32,024032,19,8
3382,24,32,024032,19,9
3383,24,32,024032,20,8
3384,24,32,024032,20,9
3385,24,33,024033,19,9
3386,24,33,024033,19,10
3387,24,33,024033,20,9
3388,24,33,024033,20,10
3389,24,34,024034,19,10
3390,24,34,024034,19,11
3391,24,34,024034,20,10
3392,24,34,024034,20,11
3393,24,35,024035,18,12
3394,24,35,024035,19,11
3395,24,35,024035,19,12
3396,24,35,024035,19,13
3397,24,35,024035,20,11
3398,24,35,024035,20,12
3399,24,35,024035,20,13
3400,24,36,024036,18,12
3401,24,36,024036,18,13
3402,24,36,024036,18,14
3403,24,36,024036,19,12
3404,24,36,024036,19,13
3405,24,36,024036,19,14
3406,24,36,024036,20,12
3407,24,36,024036,20,13
3408,24,36,024036,20,14
3409,24,37,024037,18,13
3410,24,37,024037,18,14
3411,24,37,024037,18,15
3412,24,37,024037,19,13
3413,24,37,024037,19,14
3414,24,37,024037,19,15
3415,24,38,024038,18,14
3416,24,38,024038,18,15
3417,24,38,024038,18,16
3418,24,38,024038,19,15
3419,24,38,024038,19,16
3420,24,39,024039,18,16
3421,24,39,024039,18,17
3422,24,39,024039,19,16
3423,24,39,024039,19,17
3424,24,40,024040,17,17
3425,24,40,024040,17,18
3426,24,40,024040,18,17
3427,24,40,024040,18,18
3428,24,40,024040,19,17
3429,24,40,024040,19,18
3430,24,41,024041,17,18
3431,24,41,024041,17,19
3432,24,41,024041,18,18
3433,24,41,024041,18,19
3434,24,41,024041,19,18
3435,24,41,024041,19,19
3436,24,42,024042,17,19
3437,24,42,024042,17,20
3438,24,42,024042,18,19
3439,24,42,024042,18,20
3440,24,43,024043,17,20
3441,24,43,024043,18,20
3442,24,43,024043,18,21
3443,24,43,024043,17,21
3444,24,44,024044,18,21
3445,24,44,024044,17,21
3446,40,23,040023,10,0
3447,40,24,040024,9,0
3448,40,24,040024,10,0
3449,40,24,040024,10,1
3450,40,25,040025,8,1
3451,40,25,040025,9,0
3452,40,25,040025,9,1
3453,40,25,040025,9,2
3454,40,25,040025,10,0
3455,40,25,040025,10,1
3456,40,25,040025,10,2
3457,40,26,040026,8,1
3458,40,26,040026,8,2
3459,40,26,040026,9,1
3460,40,26,040026,9,2
3461,40,26,040026,9,3
3462,40,26,040026,10,1
3463,40,26,040026,10,2
3464,40,27,040027,7,3
3465,40,27,040027,8,2
3466,40,27,040027,8,3
3467,40,27,040027,9,2
3468,40,27,040027,9,3
3469,40,28,040028,7,3
3470,40,28,040028,7,4
3471,40,28,040028,8,3
3472,40,28,040028,8,4
3473,40,28,040028,9,3
3474,40,28,040028,9,4
3475,40,29,040029,7,4
3476,40,29,040029,7,5
3477,40,29,040029,8,4
3478,40,29,040029,8,5
3479,40,30,040030,6,5
3480,40,30,040030,6,6
3481,40,30,040030,7,5
3482,40,30,040030,7,6
3483,40,30,040030,8,5
3484,40,30,040030,8,6
3485,40,31,040031,6,6
3486,40,31,040031,6,7
3487,40,31,040031,7,6
3488,40,31,040031,7,7
3489,40,32,040032,5,7
3490,40,32,040032,5,8
3491,40,32,040032,6,7
3492,40,32,040032,6,8
3493,40,32,040032,7,7
3494,40,32,040032,7,8
3495,40,33,040033,5,8
3496,40,33,040033,5,9
3497,40,33,040033,6,8
3498,40,33,040033,6,9
3499,40,34,040034,4,9
3500,40,34,040034,4,10
3501,40,34,040034,5,9
3502,40,34,040034,5,10
3503,40,34,040034,6,9
3504,40,34,040034,6,10
3505,40,35,040035,4,10
3506,40,35,040035,4,11
3507,40,35,040035,5,10
3508,40,35,040035,5,11
3509,40,36,040036,3,12
3510,40,36,040036,4,11
3511,40,36,040036,4,12
3512,40,36,040036,5,11
3513,40,36,040036,5,12
3514,40,37,040037,3,12
3515,40,37,040037,3,13
3516,40,37,040037,4,12
3517,40,37,040037,4,13
3518,40,38,040038,2,14
3519,40,38,040038,3,13
3520,40,38,040038,3,14
3521,40,38,040038,4,13
3522,40,38,040038,4,14
3523,40,39,040039,2,14
3524,40,39,040039,2,15
3525,40,39,040039,3,14
3526,40,39,040039,3,15
3527,40,40,040040,2,15
3528,40,40,040040,2,16
3529,40,40,040040,3,15
3530,40,40,040040,3,16
3531,40,40,040040,1,16
3532,40,41,040041,2,16
3533,40,41,040041,2,17
3534,40,41,040041,3,16
3535,40,41,040041,1,16
3536,40,41,040041,1,17
3537,40,42,040042,2,17
3538,40,42,040042,2,18
3539,40,42,040042,1,17
3540,40,42,040042,1,18
3541,40,42,040042,0,18
3542,40,43,040043,2,18
3543,40,43,040043,1,18
3544,40,43,040043,1,19
3545,40,43,040043,0,18
3546,40,43,040043,0,19
3547,40,44,040044,1,19
3548,40,44,040044,1,20
3549,40,44,040044,0,19
3550,40,44,040044,0,20
3551,40,45,040045,1,20
3552,40,45,040045,0,20
3553,40,45,040045,0,21
3554,40,46,040046,0,21
3555,15,24,015024,27,0
3556,15,24,015024,28,0
3557,15,25,015025,27,0
3558,15,25,015025,27,1
3559,15,25,015025,28,0
3560,15,25,015025,28,1
3561,15,26,015026,27,1
3562,15,26,015026,27,2
3563,15,26,015026,28,1
3564,15,26,015026,28,2
3565,15,27,015027,27,2
3566,15,27,015027,27,3
3567,15,27,015027,28,2
3568,15,27,015027,28,3
3569,15,28,015028,27,3
3570,15,28,015028,27,4
3571,15,28,015028,28,3
3572,15,28,015028,28,4
3573,15,29,015029,27,4
3574,15,29,015029,27,5
3575,15,29,015029,28,4
3576,15,29,015029,28,5
3577,15,30,015030,27,5
3578,15,30,015030,27,6
3579,15,30,015030,28,5
3580,15,30,015030,28,6
3581,15,31,015031,27,6
3582,15,31,015031,27,7
3583,15,31,015031,28,6
3584,15,31,015031,28,7
3585,15,32,015032,27,7
3586,15,32,015032,27,8
3587,15,32,015032,28,7
3588,15,32,015032,28,8
3589,15,33,015033,27,8
3590,15,33,015033,27,9
3591,15,33,015033,28,8
3592,15,33,015033,28,9
3593,15,34,015034,27,9
3594,15,34,015034,27,10
3595,15,34,015034,28,9
3596,15,34,015034,28,10
3597,15,35,015035,27,10
3598,15,35,015035,27,11
3599,15,35,015035,27,12
3600,15,35,015035,28,10
3601,15,35,015035,28,11
3602,15,35,015035,28,12
3603,15,36,015036,27,11
3604,15,36,015036,27,12
3605,15,36,015036,27,13
3606,15,36,015036,28,11
3607,15,36,015036,28,12
3608,15,36,015036,28,13
3609,15,37,015037,27,13
3610,15,37,015037,27,14
3611,15,37,015037,28,13
3612,15,37,015037,28,14
3613,15,38,015038,27,14
3614,15,38,015038,27,15
3615,15,38,015038,28,14
3616,15,38,015038,28,15
3617,15,39,015039,27,15
3618,15,39,015039,27,16
3619,15,39,015039,28,15
3620,15,39,015039,28,16
3621,15,40,015040,27,16
3622,15,40,015040,27,17
3623,15,40,015040,28,16
3624,15,40,015040,28,17
3625,15,41,015041,26,17
3626,15,41,015041,26,18
3627,15,41,015041,27,17
3628,15,41,015041,27,18
3629,15,41,015041,28,17
3630,15,41,015041,28,18
3631,15,42,015042,26,18
3632,15,42,015042,26,19
3633,15,42,015042,27,18
3634,15,42,015042,27,19
3635,15,42,015042,28,18
3636,15,42,015042,28,19
3637,15,43,015043,26,19
3638,15,43,015043,26,20
3639,15,43,015043,27,19
3640,15,43,015043,27,20
3641,15,43,015043,28,19
3642,15,43,015043,28,20
3643,15,44,015044,26,20
3644,15,44,015044,27,20
3645,15,44,015044,28,20
3646,15,44,015044,28,21
3647,15,44,015044,27,21
3648,15,44,015044,26,21
3649,15,45,015045,27,21
3650,15,45,015045,26,21
3651,31,23,031023,16,0
3652,31,23,031023,17,0
3653,31,24,031024,15,0
3654,31,24,031024,15,1
3655,31,24,031024,16,0
3656,31,24,031024,16,1
3657,31,24,031024,17,0
3658,31,24,031024,17,1
3659,31,25,031025,15,1
3660,31,25,031025,15,2
3661,31,25,031025,16,1
3662,31,25,031025,16,2
3663,31,25,031025,17,1
3664,31,26,031026,15,2
3665,31,26,031026,15,3
3666,31,26,031026,16,2
3667,31,26,031026,16,3
3668,31,27,031027,14,4
3669,31,27,031027,15,3
3670,31,27,031027,15,4
3671,31,27,031027,16,3
3672,31,27,031027,16,4
3673,31,28,031028,14,4
3674,31,28,031028,14,5
3675,31,28,031028,15,4
3676,31,28,031028,15,5
3677,31,28,031028,16,4
3678,31,28,031028,16,5
3679,31,29,031029,14,5
3680,31,29,031029,14,6
3681,31,29,031029,15,5
3682,31,29,031029,15,6
3683,31,30,031030,14,6
3684,31,30,031030,14,7
3685,31,30,031030,15,6
3686,31,30,031030,15,7
3687,31,31,031031,13,7
3688,31,31,031031,13,8
3689,31,31,031031,14,7
3690,31,31,031031,14,8
3691,31,31,031031,15,7
3692,31,31,031031,15,8
3693,31,32,031032,13,8
3694,31,32,031032,13,9
3695,31,32,031032,14,8
3696,31,32,031032,14,9
3697,31,33,031033,13,9
3698,31,33,031033,13,10
3699,31,33,031033,14,9
3700,31,33,031033,14,10
3701,31,34,031034,12,11
3702,31,34,031034,13,10
3703,31,34,031034,13,11
3704,31,34,031034,14,10
3705,31,34,031034,14,11
3706,31,35,031035,12,11
3707,31,35,031035,12,12
3708,31,35,031035,13,11
3709,31,35,031035,13,12
3710,31,35,031035,13,13
3711,31,35,031035,14,11
3712,31,36,031036,12,12
3713,31,36,031036,12,13
3714,31,36,031036,12,14
3715,31,36,031036,13,12
3716,31,36,031036,13,13
3717,31,36,031036,13,14
3718,31,37,031037,11,14
3719,31,37,031037,12,13
3720,31,37,031037,12,14
3721,31,37,031037,12,15
3722,31,37,031037,13,13
3723,31,37,031037,13,14
3724,31,37,031037,13,15
3725,31,38,031038,11,14
3726,31,38,031038,11,15
3727,31,38,031038,11,16
3728,31,38,031038,12,14
3729,31,38,031038,12,15
3730,31,38,031038,12,16
3731,31,38,031038,13,15
3732,31,39,031039,11,15
3733,31,39,031039,11,16
3734,31,39,031039,11,17
3735,31,39,031039,12,15
3736,31,39,031039,12,16
3737,31,39,031039,12,17
3738,31,40,031040,10,17
3739,31,40,031040,11,16
3740,31,40,031040,11,17
3741,31,40,031040,11,18
3742,31,40,031040,12,17
3743,31,40,031040,12,18
3744,31,41,031041,10,17
3745,31,41,031041,10,18
3746,31,41,031041,10,19
3747,31,41,031041,11,17
3748,31,41,031041,11,18
3749,31,41,031041,11,19
3750,31,41,031041,12,18
3751,31,42,031042,10,18
3752,31,42,031042,10,19
3753,31,42,031042,10,20
3754,31,42,031042,11,19
3755,31,42,031042,11,20
3756,31,43,031043,9,20
3757,31,43,031043,10,19
3758,31,43,031043,10,20
3759,31,43,031043,11,20
3760,31,43,031043,11,21
3761,31,43,031043,10,21
3762,31,43,031043,9,21
3763,31,44,031044,9,20
3764,31,44,031044,11,21
3765,31,44,031044,10,21
3766,31,44,031044,9,21
3767,31,45,031045,9,21
3768,47,24,047024,5,0
3769,47,25,047025,3,0
3770,47,25,047025,4,0
3771,47,25,047025,5,0
3772,47,26,047026,3,0
3773,47,26,047026,3,1
3774,47,26,047026,4,0
3775,47,26,047026,4,1
3776,47,27,047027,2,1
3777,47,27,047027,2,2
3778,47,27,047027,3,1
3779,47,27,047027,3,2
3780,47,27,047027,4,1
3781,47,27,047027,4,2
3782,47,28,047028,2,2
3783,47,28,047028,2,3
3784,47,28,047028,3,2
3785,47,28,047028,3,3
3786,47,29,047029,2,3
3787,47,29,047029,2,4
3788,47,29,047029,3,3
3789,47,29,047029,1,3
3790,47,29,047029,1,4
3791,47,30,047030,2,4
3792,47,30,047030,2,5
3793,47,30,047030,1,3
3794,47,30,047030,1,4
3795,47,30,047030,0,4
3796,47,30,047030,1,5
3797,47,30,047030,0,5
3798,47,31,047031,2,5
3799,47,31,047031,1,4
3800,47,31,047031,0,4
3801,47,31,047031,1,5
3802,47,31,047031,0,5
3803,47,31,047031,1,6
3804,47,31,047031,0,6
3805,47,32,047032,0,5
3806,47,32,047032,1,6
3807,47,32,047032,0,6
3808,47,32,047032,1,7
3809,47,32,047032,0,7
3810,47,33,047033,0,6
3811,47,33,047033,0,7
3812,47,33,047033,0,8
3813,47,34,047034,0,8
3814,22,23,022023,23,0
3815,22,24,022024,22,0
3816,22,24,022024,22,1
3817,22,24,022024,23,0
3818,22,24,022024,23,1
3819,22,25,022025,22,0
3820,22,25,022025,22,1
3821,22,25,022025,22,2
3822,22,25,022025,23,0
3823,22,25,022025,23,1
3824,22,25,022025,23,2
3825,22,26,022026,22,1
3826,22,26,022026,22,2
3827,22,26,022026,22,3
3828,22,26,022026,23,2
3829,22,26,022026,23,3
3830,22,27,022027,22,3
3831,22,27,022027,22,4
3832,22,27,022027,23,3
3833,22,27,022027,23,4
3834,22,28,022028,21,4
3835,22,28,022028,21,5
3836,22,28,022028,22,4
3837,22,28,022028,22,5
3838,22,28,022028,23,4
3839,22,28,022028,23,5
3840,22,29,022029,21,5
3841,22,29,022029,21,6
3842,22,29,022029,22,5
3843,22,29,022029,22,6
3844,22,29,022029,23,5
3845,22,29,022029,23,6
3846,22,30,022030,21,6
3847,22,30,022030,21,7
3848,22,30,022030,22,6
3849,22,30,022030,22,7
3850,22,30,022030,23,6
3851,22,31,022031,21,7
3852,22,31,022031,21,8
3853,22,31,022031,22,7
3854,22,31,022031,22,8
3855,22,32,022032,21,8
3856,22,32,022032,21,9
3857,22,32,022032,22,8
3858,22,32,022032,22,9
3859,22,33,022033,21,9
3860,22,33,022033,21,10
3861,22,33,022033,22,9
3862,22,33,022033,22,10
3863,22,34,022034,20,11
3864,22,34,022034,21,10
3865,22,34,022034,21,11
3866,22,34,022034,22,10
3867,22,34,022034,22,11
3868,22,35,022035,20,11
3869,22,35,022035,20,12
3870,22,35,022035,21,11
3871,22,35,022035,21,12
3872,22,35,022035,22,11
3873,22,35,022035,22,12
3874,22,36,022036,20,12
3875,22,36,022036,20,13
3876,22,36,022036,21,12
3877,22,36,022036,21,13
3878,22,36,022036,21,14
3879,22,36,022036,22,12
3880,22,36,022036,22,13
3881,22,37,022037,20,13
3882,22,37,022037,20,14
3883,22,37,022037,20,15
3884,22,37,022037,21,13
3885,22,37,022037,21,14
3886,22,37,022037,21,15
3887,22,38,022038,20,14
3888,22,38,022038,20,15
3889,22,38,022038,20,16
3890,22,38,022038,21,14
3891,22,38,022038,21,15
3892,22,38,022038,21,16
3893,22,39,022039,20,15
3894,22,39,022039,20,16
3895,22,39,022039,20,17
3896,22,39,022039,21,16
3897,22,39,022039,21,17
3898,22,40,022040,19,17
3899,22,40,022040,19,18
3900,22,40,022040,20,17
3901,22,40,022040,20,18
3902,22,40,022040,21,17
3903,22,40,022040,21,18
3904,22,41,022041,19,18
3905,22,41,022041,19,19
3906,22,41,022041,20,18
3907,22,41,022041,20,19
3908,22,41,022041,21,18
3909,22,41,022041,21,19
3910,22,42,022042,19,19
3911,22,42,022042,19,20
3912,22,42,022042,20,19
3913,22,42,022042,20,20
3914,22,42,022042,21,19
3915,22,43,022043,19,20
3916,22,43,022043,20,20
3917,22,43,022043,20,21
3918,22,43,022043,19,21
3919,22,44,022044,20,21
3920,22,44,022044,19,21
3921,38,23,038023,11,0
3922,38,23,038023,12,0
3923,38,24,038024,10,0
3924,38,24,038024,11,0
3925,38,24,038024,11,1
3926,38,24,038024,12,0
3927,38,24,038024,12,1
3928,38,25,038025,10,0
3929,38,25,038025,10,1
3930,38,25,038025,10,2
3931,38,25,038025,11,0
3932,38,25,038025,11,1
3933,38,25,038025,11,2
3934,38,26,038026,9,2
3935,38,26,038026,10,1
3936,38,26,038026,10,2
3937,38,26,038026,10,3
3938,38,26,038026,11,2
3939,38,26,038026,11,3
3940,38,27,038027,9,2
3941,38,27,038027,9,3
3942,38,27,038027,10,2
3943,38,27,038027,10,3
3944,38,27,038027,10,4
3945,38,27,038027,11,3
3946,38,28,038028,9,3
3947,38,28,038028,9,4
3948,38,28,038028,9,5
3949,38,28,038028,10,3
3950,38,28,038028,10,4
3951,38,28,038028,10,5
3952,38,29,038029,8,4
3953,38,29,038029,8,5
3954,38,29,038029,9,4
3955,38,29,038029,9,5
3956,38,29,038029,9,6
3957,38,29,038029,10,5
3958,38,30,038030,8,5
3959,38,30,038030,8,6
3960,38,30,038030,8,7
3961,38,30,038030,9,5
3962,38,30,038030,9,6
3963,38,30,038030,9,7
3964,38,31,038031,7,7
3965,38,31,038031,8,6
3966,38,31,038031,8,7
3967,38,31,038031,8,8
3968,38,31,038031,9,7
3969,38,31,038031,9,8
3970,38,32,038032,7,7
3971,38,32,038032,7,8
3972,38,32,038032,7,9
3973,38,32,038032,8,7
3974,38,32,038032,8,8
3975,38,32,038032,8,9
3976,38,33,038033,6,9
3977,38,33,038033,7,8
3978,38,33,038033,7,9
3979,38,33,038033,7,10
3980,38,33,038033,8,9
3981,38,33,038033,8,10
3982,38,34,038034,6,9
3983,38,34,038034,6,10
3984,38,34,038034,6,11
3985,38,34,038034,7,9
3986,38,34,038034,7,10
3987,38,34,038034,7,11
3988,38,34,038034,8,10
3989,38,35,038035,6,10
3990,38,35,038035,6,11
3991,38,35,038035,6,12
3992,38,35,038035,7,10
3993,38,35,038035,7,11
3994,38,35,038035,7,12
3995,38,36,038036,5,12
3996,38,36,038036,6,11
3997,38,36,038036,6,12
3998,38,36,038036,6,13
3999,38,36,038036,7,12
4000,38,37,038037,5,12
4001,38,37,038037,5,13
4002,38,37,038037,5,14
4003,38,37,038037,6,12
4004,38,37,038037,6,13
4005,38,37,038037,6,14
4006,38,38,038038,4,14
4007,38,38,038038,5,13
4008,38,38,038038,5,14
4009,38,38,038038,5,15
4010,38,38,038038,6,14
4011,38,38,038038,6,15
4012,38,39,038039,4,14
4013,38,39,038039,4,15
4014,38,39,038039,4,16
4015,38,39,038039,5,14
4016,38,39,038039,5,15
4017,38,39,038039,5,16
4018,38,40,038040,3,16
4019,38,40,038040,4,15
4020,38,40,038040,4,16
4021,38,40,038040,4,17
4022,38,40,038040,5,16
4023,38,40,038040,5,17
4024,38,41,038041,3,16
4025,38,41,038041,3,17
4026,38,41,038041,3,18
4027,38,41,038041,4,16
4028,38,41,038041,4,17
4029,38,41,038041,4,18
4030,38,41,038041,5,17
4031,38,42,038042,2,18
4032,38,42,038042,3,17
4033,38,42,038042,3,18
4034,38,42,038042,3,19
4035,38,42,038042,4,17
4036,38,42,038042,4,18
4037,38,42,038042,4,19
4038,38,43,038043,2,18
4039,38,43,038043,2,19
4040,38,43,038043,3,18
4041,38,43,038043,3,19
4042,38,43,038043,3,20
4043,38,43,038043,4,19
4044,38,44,038044,2,19
4045,38,44,038044,2,20
4046,38,44,038044,3,19
4047,38,44,038044,3,20
4048,38,44,038044,3,21
4049,38,44,038044,2,21
4050,38,45,038045,2,20
4051,38,45,038045,1,20
4052,38,45,038045,3,21
4053,38,45,038045,2,21
4054,38,45,038045,1,21
4055,38,46,038046,2,21
4056,38,46,038046,1,21
