system:index,CLOUD_COVER
LC09_030031_20211109,0.1
LC09_030031_20211208,0.06
LC09_030031_20220618,0.0
LC09_030032_20211208,0.08
LC09_030032_20220618,0.53
LC09_030033_20220415,0.01
LC09_030034_20220109,0.15
LC09_030034_20220210,0.1
LC09_030034_20220226,0.45
LC09_030034_20220415,0.05
LC09_030035_20220210,0.06
LC09_030035_20220226,0.0
LC09_030036_20211114,0.02
LC09_030036_20220210,0.05
LC09_030036_20220415,0.0
LC09_030037_20211109,0.1
LC09_030037_20211114,0.05
LC09_030037_20220125,0.05
LC09_030037_20220210,0.32
LC09_030037_20220415,0.0
LC09_030038_20211114,0.05
LC09_030038_20220125,0.05
LC09_030038_20220415,0.01
LC09_030039_20211114,0.0
LC09_030039_20220125,0.01
LC09_030039_20220210,0.01
LC09_030039_20220618,0.87
LC09_030040_20211114,0.01
LC09_030040_20211119,0.02
LC09_030040_20220125,0.01
LC09_030040_20220330,0.1
LC09_031031_20220217,0.9
LC09_031031_20220422,0.01
LC09_031032_20220422,0.0
LC09_031033_20220422,0.0
LC09_031033_20220508,0.01
LC09_031034_20220116,0.23
LC09_031034_20220422,0.02
LC09_031035_20220116,0.03
LC09_031035_20220305,0.02
LC09_031036_20220116,0.07
LC09_031036_20220305,0.04
LC09_031036_20220406,0.05
LC09_031037_20220116,0.25
LC09_031037_20220305,0.07
LC09_031037_20220406,0.05
LC09_031037_20220508,0.0
LC09_031038_20220305,0.11
LC09_031038_20220406,0.06
LC09_031038_20220508,0.0
LC09_031038_20220609,0.1
LC09_031038_20220625,0.01
LC09_031039_20220116,0.59
LC09_031039_20220406,0.0
LC09_031039_20220508,0.0
LC09_031039_20220524,0.4
LC09_031039_20220625,0.27
LC09_031040_20220217,0.01
LC09_031040_20220305,0.02
LC09_031040_20220406,0.0
LC09_031040_20220508,0.0
LC09_031040_20220524,0.05
LC09_031040_20220625,0.01
LC09_032026_20211206,0.25
LC09_032026_20220515,0.86
LC09_032027_20220224,0.03
LC09_032029_20220616,0.02
LC09_032030_20220616,0.01
LC09_032031_20220208,0.25
LC09_032031_20220413,0.45
LC09_032031_20220616,0.07
LC09_032032_20211222,0.14
LC09_032033_20220123,0.45
LC09_032033_20220515,0.0
LC09_032033_20220616,0.23
LC09_032034_20220123,0.3
LC09_032034_20220429,0.01
LC09_032034_20220515,0.0
LC09_032034_20220616,0.01
LC09_032035_20211206,0.23
LC09_032035_20220123,0.45
LC09_032035_20220429,0.15
LC09_032035_20220515,0.03
LC09_032035_20220531,0.06
LC09_032035_20220616,0.05
LC09_032036_20211206,0.0
LC09_032036_20220107,0.0
LC09_032036_20220413,0.0
LC09_032036_20220429,0.11
LC09_032036_20220515,0.01
LC09_032036_20220531,0.01
LC09_032036_20220616,0.09
LC09_032037_20211206,0.0
LC09_032037_20220107,0.31
LC09_032037_20220413,0.0
LC09_032037_20220429,0.0
LC09_032037_20220515,0.0
LC09_032037_20220531,0.0
LC09_032038_20211206,0.0
LC09_032038_20220208,0.5
LC09_032038_20220413,0.01
LC09_032038_20220429,0.0
LC09_032038_20220515,0.0
LC09_032038_20220531,0.0
LC09_032039_20211206,0.01
LC09_032039_20220123,0.01
LC09_032039_20220208,0.02
LC09_032039_20220413,0.01
LC09_032039_20220429,0.0
LC09_032039_20220515,0.0
LC09_032039_20220531,0.0
LC09_033026_20220420,0.79
LC09_033028_20220319,0.43
LC09_033028_20220404,0.41
LC09_033030_20220404,0.8
LC09_033031_20220404,0.08
LC09_033032_20211107,0.93
LC09_033032_20220404,0.4
LC09_033033_20211107,0.1
LC09_033033_20220420,0.8
LC09_033034_20211107,0.3
LC09_033035_20211107,0.05
LC09_033035_20211112,0.26
LC09_033036_20211107,0.08
LC09_033036_20211112,0.05
LC09_033036_20220319,0.34
LC09_033036_20220607,0.04
LC09_033037_20220404,0.78
LC09_033037_20220607,0.2
LC09_033038_20211107,0.88
LC09_033038_20211229,0.81
LC09_033038_20220319,0.39
LC09_033038_20220420,0.0
LC09_033038_20220506,0.12
LC09_033038_20220607,0.01
LC09_034026_20220222,0.0
LC09_034027_20220105,0.7
LC09_034030_20220310,0.34
LC09_034031_20220222,0.34
LC09_034031_20220310,0.97
LC09_034034_20220513,0.52
LC09_034035_20211122,0.0
LC09_034035_20211204,0.06
LC09_034035_20220105,0.1
LC09_034035_20220513,0.0
LC09_034035_20220614,0.02
LC09_034036_20211122,0.64
LC09_034036_20211220,0.8
LC09_034036_20220105,0.92
LC09_034036_20220513,0.02
LC09_034036_20220529,0.29
LC09_034036_20220614,0.0
LC09_034037_20211220,0.05
LC09_034037_20220121,0.69
LC09_034037_20220326,0.79
LC09_034037_20220411,0.03
LC09_034037_20220427,0.44
LC09_034037_20220513,0.04
LC09_034037_20220529,0.9
LC09_034037_20220614,0.08
LC09_034038_20211220,0.1
LC09_034038_20220105,0.11
LC09_034038_20220206,0.12
LC09_034038_20220310,0.01
LC09_034038_20220411,0.1
LC09_034038_20220513,0.18
LC09_034038_20220529,0.64
LC09_034038_20220614,0.12
LC09_034039_20211220,0.0
LC09_034039_20220105,0.01
LC09_034039_20220310,0.0
LC09_034039_20220411,0.35
LC09_034039_20220427,0.66
LC09_034039_20220513,0.86
LC09_035026_20211031,0.82
LC09_035026_20220418,0.59
LC09_035027_20211031,0.19
LC09_035027_20220418,0.09
LC09_035030_20220621,0.06
LC09_035031_20220128,0.04
LC09_035031_20220621,0.18
LC09_035032_20220128,0.08
LC09_035032_20220213,0.13
LC09_035032_20220621,0.13
LC09_035033_20220213,0.97
LC09_035033_20220301,0.66
LC09_035033_20220621,0.26
LC09_035034_20211211,0.9
LC09_035034_20220213,0.65
LC09_035034_20220301,0.46
LC09_035035_20211211,0.52
LC09_035035_20220402,0.66
LC09_035035_20220504,0.32
LC09_035035_20220520,0.18
LC09_035036_20211211,0.38
LC09_035036_20220112,0.26
LC09_035036_20220128,1.0
LC09_035036_20220402,0.72
LC09_035036_20220504,0.15
LC09_035036_20220520,0.02
LC09_035037_20211031,0.0
LC09_035037_20211211,0.85
LC09_035037_20220301,0.94
LC09_035037_20220402,0.61
LC09_035037_20220504,0.06
LC09_035037_20220520,0.0
LC09_035037_20220605,0.08
LC09_035038_20211031,0.32
LC09_035038_20211211,0.06
LC09_035038_20220128,0.08
LC09_035038_20220213,0.12
LC09_035038_20220402,0.07
LC09_035038_20220418,0.0
LC09_035038_20220504,0.01
LC09_035038_20220520,0.01
LC09_035038_20220605,0.0
LC09_035039_20211211,0.07
LC09_035039_20220128,0.1
LC09_035039_20220213,0.1
LC09_035039_20220402,0.06
LC09_035039_20220418,0.0
LC09_035039_20220504,0.74
LC09_035039_20220520,0.04
LC09_035039_20220605,0.02
LC09_036026_20220119,0.21
LC09_036026_20220628,0.28
LC09_036027_20220628,0.0
LC09_036028_20211110,0.14
LC09_036028_20220628,0.0
LC09_036029_20220204,0.87
LC09_036032_20220612,0.38
LC09_036034_20211110,0.66
LC09_036034_20220324,0.97
LC09_036034_20220425,0.62
LC09_036035_20211105,0.0
LC09_036035_20211110,0.33
LC09_036035_20220324,0.23
LC09_036035_20220425,0.0
LC09_036036_20211105,0.0
LC09_036036_20211110,0.0
LC09_036036_20211218,0.7
LC09_036036_20220324,0.35
LC09_036036_20220425,0.0
LC09_036037_20211105,0.01
LC09_036037_20211110,0.01
LC09_036037_20211218,0.02
LC09_036037_20220103,0.45
LC09_036037_20220204,0.16
LC09_036037_20220308,0.05
LC09_036037_20220324,0.01
LC09_036037_20220409,0.74
LC09_036037_20220425,0.01
LC09_036037_20220527,0.0
LC09_036037_20220612,0.96
LC09_036038_20211110,0.08
LC09_036038_20211218,0.08
LC09_036038_20220204,0.07
LC09_036038_20220308,0.05
LC09_036038_20220324,0.05
LC09_036038_20220409,0.01
LC09_036038_20220425,0.01
LC09_036038_20220527,0.0
LC09_036038_20220612,0.44
LC09_037027_20211120,0.54
LC09_037028_20220110,0.67
LC09_037030_20220110,0.05
LC09_037031_20220110,0.18
LC09_037031_20220227,0.71
LC09_037032_20220110,0.36
LC09_037033_20220110,0.73
LC09_037034_20220502,0.36
LC09_037034_20220518,0.88
LC09_037035_20220110,0.34
LC09_037035_20220502,0.01
LC09_037035_20220518,0.83
LC09_037036_20211115,0.08
LC09_037036_20220110,0.37
LC09_037036_20220211,0.82
LC09_037036_20220502,0.01
LC09_037036_20220518,0.01
LC09_037037_20211115,0.08
LC09_037037_20220211,0.09
LC09_037037_20220416,0.0
LC09_037037_20220502,0.0
LC09_037037_20220518,0.0
LC09_037037_20220603,0.01
LC09_037038_20211115,0.06
LC09_037038_20220211,0.54
LC09_037038_20220416,0.12
LC09_037038_20220502,0.33
LC09_037038_20220518,0.1
LC09_037038_20220603,0.0
LC09_037038_20220619,0.24
LC09_038026_20220101,0.5
LC09_038026_20220202,0.68
LC09_038026_20220626,0.05
LC09_038027_20220101,0.6
LC09_038027_20220202,0.53
LC09_038027_20220626,0.02
LC09_038028_20220101,0.58
LC09_038029_20220407,0.63
LC09_038030_20220407,0.64
LC09_038031_20220626,0.78
LC09_038032_20220525,0.86
LC09_038032_20220610,0.55
LC09_038033_20220525,0.32
LC09_038033_20220610,0.08
LC09_038034_20220509,0.1
LC09_038034_20220525,0.01
LC09_038034_20220610,0.01
LC09_038035_20220218,0.53
LC09_038035_20220407,0.2
LC09_038035_20220509,0.0
LC09_038035_20220525,0.0
LC09_038035_20220610,0.32
LC09_038036_20220202,0.03
LC09_038036_20220218,0.02
LC09_038036_20220322,0.87
LC09_038036_20220407,0.01
LC09_038036_20220423,0.5
LC09_038036_20220509,0.01
LC09_038036_20220525,0.0
LC09_038037_20211216,0.1
LC09_038037_20220101,0.04
LC09_038037_20220202,0.88
LC09_038037_20220218,0.14
LC09_038037_20220306,0.12
LC09_038037_20220322,0.09
LC09_038037_20220407,0.0
LC09_038037_20220423,0.02
LC09_038037_20220509,0.0
LC09_038037_20220525,0.0
LC09_038037_20220610,0.88
LC09_038038_20211216,0.85
LC09_038038_20220407,0.27
LC09_038038_20220423,0.49
LC09_039026_20220225,0.53
LC09_039028_20220225,0.96
LC09_039030_20220617,0.41
LC09_039033_20220601,0.55
LC09_039034_20211103,0.91
LC09_039034_20220601,0.02
LC09_039034_20220617,0.27
LC09_039035_20211103,0.4
LC09_039035_20220430,1.0
LC09_039035_20220601,0.47
LC09_039035_20220617,0.59
LC09_039036_20211103,0.06
LC09_039036_20211108,0.13
LC09_039036_20220108,0.28
LC09_039036_20220225,0.25
LC09_039036_20220414,0.05
LC09_039036_20220430,0.79
LC09_039036_20220516,0.12
LC09_039036_20220601,0.22
LC09_039036_20220617,0.21
LC09_039037_20211103,0.11
LC09_039037_20211108,0.28
LC09_039037_20220209,0.07
LC09_039037_20220414,0.04
LC09_039037_20220430,0.09
LC09_039037_20220516,0.0
LC09_039037_20220601,0.0
LC09_039037_20220617,0.0
LC09_039038_20220209,0.18
LC09_039038_20220414,0.02
LC09_040033_20211113,0.4
LC09_040034_20220405,0.08
LC09_040034_20220507,0.17
LC09_040034_20220624,0.56
LC09_040035_20211113,0.07
LC09_040035_20220216,0.55
LC09_040035_20220405,0.13
LC09_040035_20220421,0.49
LC09_040035_20220523,0.5
LC09_040035_20220608,0.0
LC09_040035_20220624,0.04
LC09_040036_20220405,0.19
LC09_040036_20220421,0.37
LC09_040036_20220507,0.12
LC09_040036_20220523,0.99
LC09_040036_20220608,0.0
LC09_040036_20220624,0.01
LC09_040037_20220421,0.28
LC09_040038_20211113,0.02
LC09_041026_20220223,0.01
LC09_041027_20220223,0.23
LC09_041028_20220223,0.08
LC09_041029_20220223,0.05
LC09_041030_20220615,0.63
LC09_041031_20211205,0.33
LC09_041031_20220615,0.06
LC09_041032_20211205,0.73
LC09_041032_20220615,0.07
LC09_041033_20211205,0.7
LC09_041033_20220428,0.44
LC09_041033_20220615,0.02
LC09_041034_20220106,0.36
LC09_041034_20220615,0.58
LC09_041035_20220615,0.87
LC09_041036_20220122,0.4
LC09_041036_20220207,0.42
LC09_041036_20220311,0.24
LC09_041036_20220514,0.49
LC09_041036_20220530,0.06
LC09_041036_20220615,0.21
LC09_041037_20220122,0.01
LC09_041037_20220207,0.05
LC09_041037_20220311,0.03
LC09_041037_20220412,0.26
LC09_042026_20211101,0.27
LC09_042030_20220622,0.01
LC09_042032_20220606,0.75
LC09_042033_20220521,0.94
LC09_042033_20220606,0.38
LC09_042035_20220521,0.95
LC09_042036_20211212,0.09
LC09_042036_20220302,0.08
LC09_043030_20220629,0.02
LC09_043031_20220629,0.0
LC09_043032_20211111,0.25
LC09_043032_20211121,0.11
LC09_043032_20220629,0.02
LC09_043033_20211121,0.49
LC09_043033_20220120,0.58
LC09_043033_20220629,0.23
LC09_043034_20220629,0.16
LC09_043035_20211121,0.02
LC09_043035_20220309,0.05
LC09_043035_20220410,0.05
LC09_043035_20220613,0.05
LC09_043036_20220309,0.03
LC09_043036_20220410,0.31
LC09_043036_20220613,0.09
LC09_044027_20220212,0.29
LC09_044028_20220212,0.23
LC09_044029_20220212,0.45
LC09_044030_20220212,0.22
LC09_044031_20220127,0.9
LC09_044031_20220212,0.81
LC09_044031_20220519,0.97
LC09_044032_20211210,0.79
LC09_044032_20220503,0.76
LC09_044033_20211210,0.49
LC09_044033_20220127,0.37
LC09_044033_20220228,0.64
LC09_044033_20220401,0.31
LC09_044033_20220417,0.31
LC09_044033_20220503,0.3
LC09_044034_20211210,0.44
LC09_044034_20220127,0.14
LC09_044034_20220228,0.11
LC09_044034_20220503,0.07
LC09_044034_20220620,0.24
LC09_044035_20220111,0.06
LC09_044035_20220127,0.1
LC09_044035_20220503,0.6
LC09_044035_20220519,0.26
LC09_045028_20220627,0.57
LC09_045029_20220627,0.38
LC09_045030_20220307,0.09
LC09_045030_20220424,0.27
LC09_045030_20220627,0.29
LC09_045031_20220219,0.69
LC09_045031_20220307,0.78
LC09_045031_20220627,0.14
LC09_045033_20220424,0.69
LC09_046031_20220210,0.73
LC09_046032_20220210,0.25
LC09_046033_20220210,0.0
LC09_047027_20220625,0.9
LC09_047028_20220625,0.04
LC09_047029_20220625,0.48
LC09_047030_20220406,0.0
LC09_047031_20220406,0.01
