"GEE_WRS_tile","Atmos_ARD_tile","DATE","h","v","PATH","ROW"
"LC09_047031_20211124",NA,20211124,"000","004",47,31
"LC09_047030_20211124",NA,20211124,"000","004",47,30
"LC09_046030_20211109",NA,20211109,"001","004",46,30
"LC09_043035_20211111",NA,20211111,"001","009",43,35
"LC09_042036_20211101",NA,20211101,"001","011",42,36
"LC09_046032_20211119",NA,20211119,"002","007",46,32
"LC09_042035_20211101",NA,20211101,"002","009",42,35
"LC09_042034_20211101",NA,20211101,"002","009",42,34
"LC09_043035_20211116",NA,20211116,"002","011",43,35
"LC09_046030_20211119",NA,20211119,"003","005",46,30
"LC09_042032_20211101",NA,20211101,"003","007",42,32
"LC09_045032_20211104",NA,20211104,"003","007",45,32
"LC09_042032_20220113",NA,20220113,"003","007",42,32
"LC09_042032_20220302",NA,20220302,"003","007",42,32
"LC09_043033_20211116",NA,20211116,"003","009",43,33
"LC09_043034_20211116",NA,20211116,"003","009",43,34
"LC09_043034_20211116",NA,20211116,"003","010",43,34
"LC09_043035_20211116",NA,20211116,"003","010",43,35
"LC09_043034_20211121",NA,20211121,"003","010",43,34
"LC09_043035_20211121",NA,20211121,"003","010",43,35
"LC09_045029_20211104",NA,20211104,"004","005",45,29
"LC09_043032_20211116",NA,20211116,"004","007",43,32
"LC09_043031_20211116",NA,20211116,"004","007",43,31
"LC09_043033_20211116",NA,20211116,"004","008",43,33
"LC09_043032_20211116",NA,20211116,"004","008",43,32
"LC09_040034_20211113",NA,20211113,"004","009",40,34
"LC09_043030_20211116",NA,20211116,"005","005",43,30
"LC09_043029_20211116",NA,20211116,"005","005",43,29
"LC09_043030_20211116",NA,20211116,"005","006",43,30
"LC09_043031_20211116",NA,20211116,"005","006",43,31
"LC09_043031_20211121",NA,20211121,"005","006",43,31
"LC09_040032_20211113",NA,20211113,"005","007",40,32
"LC09_039034_20211103",NA,20211103,"005","009",39,34
"LC09_040036_20211123",NA,20211123,"005","012",40,36
"LC09_037038_20211115",NA,20211115,"005","014",37,38
"LC09_037038_20211115",NA,20211115,"005","015",37,38
"LC09_043028_20211116",NA,20211116,"006","003",43,28
"LC09_043028_20211116",NA,20211116,"006","004",43,28
"LC09_043029_20211116",NA,20211116,"006","004",43,29
"LC09_040030_20211113",NA,20211113,"006","005",40,30
"LC09_040034_20211123",NA,20211123,"006","010",40,34
"LC09_037036_20211115",NA,20211115,"006","011",37,36
"LC09_037035_20211120",NA,20211120,"006","011",37,35
"LC09_037036_20211120",NA,20211120,"006","011",37,36
"LC09_037036_20220227",NA,20220227,"006","011",37,36
"LC09_037035_20220227",NA,20220227,"006","011",37,35
"LC09_037037_20211115",NA,20211115,"006","012",37,37
"LC09_037036_20211115",NA,20211115,"006","012",37,36
"LC09_040027_20211113",NA,20211113,"007","003",40,27
"LC09_040028_20211113",NA,20211113,"007","003",40,28
"LC09_040032_20211123",NA,20211123,"007","008",40,32
"LC09_036035_20211105",NA,20211105,"007","011",36,35
"LC09_038029_20211216",NA,20211216,"008","004",38,29
"LC09_040030_20211123",NA,20211123,"008","006",40,30
"LC09_039031_20211108",NA,20211108,"008","008",39,31
"LC09_039032_20211108",NA,20211108,"008","008",39,32
"LC09_036038_20211110",NA,20211110,"008","015",36,38
"LC09_040028_20211123",NA,20211123,"009","004",40,28
"LC09_039029_20211108",NA,20211108,"009","006",39,29
"LC09_039030_20211108",NA,20211108,"009","006",39,30
"LC09_033037_20211107",NA,20211107,"009","014",33,37
"LC09_033038_20211107",NA,20211107,"009","014",33,38
"LC09_035038_20211031",NA,20211031,"009","015",35,38
"LC09_034032_20211122",NA,20211122,"010","008",34,32
"LC09_036033_20211110",NA,20211110,"010","010",36,33
"LC09_033035_20211107",NA,20211107,"010","011",33,35
"LC09_035035_20211031",NA,20211031,"010","012",35,35
"LC09_033032_20211107",NA,20211107,"011","008",33,32
"LC09_035032_20211031",NA,20211031,"011","009",35,32
"LC09_035033_20211031",NA,20211031,"011","009",35,33
"LC09_033038_20211112",NA,20211112,"011","015",33,38
"LC09_033029_20211107",NA,20211107,"012","005",33,29
"LC09_036028_20211110",NA,20211110,"012","005",36,28
"LC09_033035_20211112",NA,20211112,"012","012",33,35
"LC09_030038_20211109",NA,20211109,"012","014",30,38
"LC09_030037_20211109",NA,20211109,"012","014",30,37
"LC09_032037_20211102",NA,20211102,"012","015",32,37
"LC09_032038_20211102",NA,20211102,"012","015",32,38
"LC09_033026_20211107",NA,20211107,"013","002",33,26
"LC09_036026_20211110",NA,20211110,"013","002",36,26
"LC09_035027_20211031",NA,20211031,"013","004",35,27
"LC09_035028_20211031",NA,20211031,"013","004",35,28
"LC09_031031_20211124",NA,20211124,"013","007",31,31
"LC09_030034_20211109",NA,20211109,"013","010",30,34
"LC09_030039_20211119",NA,20211119,"013","017",30,39
"LC09_030040_20211119",NA,20211119,"013","017",30,40
"LC09_030040_20211119",NA,20211119,"013","018",30,40
"LC09_030030_20211109",NA,20211109,"014","007",30,30
"LC09_030031_20211109",NA,20211109,"014","007",30,31
"LC09_028037_20220228",NA,20220228,"014","013",28,37
"LC09_028036_20220228",NA,20220228,"014","013",28,36
"LC09_030037_20211119",NA,20211119,"014","014",30,37
"LC09_030036_20211119",NA,20211119,"014","014",30,36
"LC09_030037_20211114",NA,20211114,"014","015",30,37
"LC09_030038_20211114",NA,20211114,"014","015",30,38
"LC09_030038_20211119",NA,20211119,"014","015",30,38
"LC09_030037_20211119",NA,20211119,"014","015",30,37
"LC09_027040_20211111",NA,20211111,"014","017",27,40
"LC09_029040_20211104",NA,20211104,"014","018",29,40
"LC09_027040_20211111",NA,20211111,"014","018",27,40
"LC09_027041_20211111",NA,20211111,"014","018",27,41
"LC09_030027_20211109",NA,20211109,"015","003",30,27
"LC09_032029_20211102",NA,20211102,"015","005",32,29
"LC09_032028_20211102",NA,20211102,"015","005",32,28
"LC09_028033_20220111",NA,20220111,"015","009",28,33
"LC09_028033_20220228",NA,20220228,"015","009",28,33
"LC09_030034_20211119",NA,20211119,"015","011",30,34
"LC09_027036_20211111",NA,20211111,"015","013",27,36
"LC09_029036_20211104",NA,20211104,"015","014",29,36
"LC09_029037_20211104",NA,20211104,"015","014",29,37
"LC09_029037_20211104",NA,20211104,"015","015",29,37
"LC09_026040_20211101",NA,20211101,"015","017",26,40
"LC09_027041_20211116",NA,20211116,"015","019",27,41
"LC09_032026_20211102",NA,20211102,"016","002",32,26
"LC09_027032_20211111",NA,20211111,"016","009",27,32
"LC09_027033_20211111",NA,20211111,"016","009",27,33
"LC09_029034_20211104",NA,20211104,"016","011",29,34
"LC09_029033_20211104",NA,20211104,"016","011",29,33
"LC09_027037_20211116",NA,20211116,"016","015",27,37
"LC09_027038_20211116",NA,20211116,"016","015",27,38
"LC09_027039_20211116",NA,20211116,"016","016",27,39
"LC09_027038_20211116",NA,20211116,"016","016",27,38
"LC09_027039_20211116",NA,20211116,"016","017",27,39
"LC09_027040_20211116",NA,20211116,"016","017",27,40
"LC09_027040_20211121",NA,20211121,"016","017",27,40
"LC09_027040_20211116",NA,20211116,"016","018",27,40
"LC09_027041_20211116",NA,20211116,"016","018",27,41
"LC09_027040_20211121",NA,20211121,"016","018",27,40
"LC09_027041_20211121",NA,20211121,"016","018",27,41
"LC09_029030_20211104",NA,20211104,"017","007",29,30
"LC09_027034_20211116",NA,20211116,"017","011",27,34
"LC09_027033_20211116",NA,20211116,"017","011",27,33
"LC09_027035_20211116",NA,20211116,"017","011",27,35
"LC09_027034_20211116",NA,20211116,"017","012",27,34
"LC09_027035_20211116",NA,20211116,"017","012",27,35
"LC09_027036_20211116",NA,20211116,"017","013",27,36
"LC09_027035_20211116",NA,20211116,"017","013",27,35
"LC09_027037_20211116",NA,20211116,"017","014",27,37
"LC09_027036_20211116",NA,20211116,"017","014",27,36
"LC09_024040_20211113",NA,20211113,"017","017",24,40
"LC09_024040_20220304",NA,20220304,"017","017",24,40
"LC09_026040_20211106",NA,20211106,"017","018",26,40
"LC09_026041_20211106",NA,20211106,"017","018",26,41
"LC09_024040_20211113",NA,20211113,"017","018",24,40
"LC09_029026_20211104",NA,20211104,"018","003",29,26
"LC09_029027_20211104",NA,20211104,"018","003",29,27
"LC09_027033_20211116",NA,20211116,"018","009",27,33
"LC09_027032_20211121",NA,20211121,"018","009",27,32
"LC09_027033_20211121",NA,20211121,"018","009",27,33
"LC09_027033_20211116",NA,20211116,"018","010",27,33
"LC09_027033_20211121",NA,20211121,"018","010",27,33
"LC09_024035_20211113",NA,20211113,"018","012",24,35
"LC09_024036_20211113",NA,20211113,"018","012",24,36
"LC09_024036_20211113",NA,20211113,"018","013",24,36
"LC09_026037_20211106",NA,20211106,"018","014",26,37
"LC09_026036_20211106",NA,20211106,"018","014",26,36
"LC09_024036_20211113",NA,20211113,"018","014",24,36
"LC09_023040_20211103",NA,20211103,"018","017",23,40
"LC09_023040_20211103",NA,20211103,"018","018",23,40
"LC09_026033_20211106",NA,20211106,"019","009",26,33
"LC09_026032_20211106",NA,20211106,"019","009",26,32
"LC09_026033_20211106",NA,20211106,"019","010",26,33
"LC09_022040_20211216",NA,20211216,"019","017",22,40
"LC09_022040_20220101",NA,20220101,"019","017",22,40
"LC09_022040_20220117",NA,20220117,"019","017",22,40
"LC09_022040_20220306",NA,20220306,"019","017",22,40
"LC09_026028_20211106",NA,20211106,"020","005",26,28
"LC09_024035_20211123",NA,20211123,"020","013",24,35
"LC09_024036_20211123",NA,20211123,"020","013",24,36
"LC09_024036_20211118",NA,20211118,"020","014",24,36
"LC09_024036_20211123",NA,20211123,"020","014",24,36
"LC09_021040_20211120",NA,20211120,"020","017",21,40
"LC09_021040_20211225",NA,20211225,"020","017",21,40
"LC09_021040_20220110",NA,20220110,"020","017",21,40
"LC09_023040_20211108",NA,20211108,"020","018",23,40
"LC09_024030_20211123",NA,20211123,"021","007",24,30
"LC09_024031_20211123",NA,20211123,"021","007",24,31
"LC09_024031_20211123",NA,20211123,"021","008",24,31
"LC09_021034_20211120",NA,20211120,"021","010",21,34
"LC09_023035_20211108",NA,20211108,"021","013",23,35
"LC09_023036_20211108",NA,20211108,"021","013",23,36
"LC09_023030_20211108",NA,20211108,"022","007",23,30
"LC09_023031_20211108",NA,20211108,"022","007",23,31
"LC09_020033_20211105",NA,20211105,"022","009",20,33
"LC09_020034_20211105",NA,20211105,"022","010",20,34
"LC09_020033_20211105",NA,20211105,"022","010",20,33
"LC09_018030_20211122",NA,20211122,"024","006",18,30
"LC09_020035_20211110",NA,20211110,"024","011",20,35
"LC09_020034_20211110",NA,20211110,"024","011",20,34
"LC09_017041_20211107",NA,20211107,"024","017",17,41
"LC09_017041_20220303",NA,20220303,"024","017",17,41
"LC09_017041_20211107",NA,20211107,"024","018",17,41
"LC09_019031_20211031",NA,20211031,"025","007",19,31
"LC09_019030_20211031",NA,20211031,"025","007",19,30
"LC09_019031_20211031",NA,20211031,"025","008",19,31
"LC09_018036_20211117",NA,20211117,"025","013",18,36
"LC09_018037_20211117",NA,20211117,"025","013",18,37
"LC09_018038_20211117",NA,20211117,"025","014",18,38
"LC09_018037_20211117",NA,20211117,"025","014",18,37
"LC09_018038_20211117",NA,20211117,"025","015",18,38
"LC09_018039_20211117",NA,20211117,"025","015",18,39
"LC09_018039_20211117",NA,20211117,"025","016",18,39
"LC09_018040_20211117",NA,20211117,"025","016",18,40
"LC09_018040_20211117",NA,20211117,"025","017",18,40
"LC09_018032_20211117",NA,20211117,"026","008",18,32
"LC09_018032_20211117",NA,20211117,"026","009",18,32
"LC09_018033_20211117",NA,20211117,"026","009",18,33
"LC09_015041_20211124",NA,20211124,"026","017",15,41
"LC09_015042_20211124",NA,20211124,"026","018",15,42
"LC09_015041_20211124",NA,20211124,"026","018",15,41
"LC09_017030_20211112",NA,20211112,"027","005",17,30
"LC09_017031_20211112",NA,20211112,"027","006",17,31
"LC09_017030_20211112",NA,20211112,"027","006",17,30
"LC09_017031_20211112",NA,20211112,"027","007",17,31
"LC09_016040_20211102",NA,20211102,"027","016",16,40
"LC09_016039_20211102",NA,20211102,"027","016",16,39
"LC09_016041_20211102",NA,20211102,"027","017",16,41
"LC09_016040_20211102",NA,20211102,"027","017",16,40
"LC09_016041_20211102",NA,20211102,"027","018",16,41
"LC09_016042_20211102",NA,20211102,"027","018",16,42
"LC09_016042_20211102",NA,20211102,"027","019",16,42
"LC09_013031_20211104",NA,20211104,"030","007",13,31
"LC09_013032_20211104",NA,20211104,"030","007",13,32
"LC09_013033_20211104",NA,20211104,"030","008",13,33
"LC09_013032_20211104",NA,20211104,"030","008",13,32
"LC09_013033_20211104",NA,20211104,"030","009",13,33
"LC09_011029_20211116",NA,20211116,"031","003",11,29
"LC09_011030_20211116",NA,20211116,"031","004",11,30
"LC09_011029_20211116",NA,20211116,"031","004",11,29
